state,region,county,region_code,state_code,county_code,date,timezone,injuries_direct,injuries_indirect,deaths_direct,deaths_indirect,damage,f_scale,length,width,latitude,longitude
Ohio,Great Lakes,Seneca County,3,39,147,08-Jul-13 20:02:00,EST-5,0,0,0,0,75.00K,EF0,0.05,15,41.24,-83.28
Ohio,Great Lakes,Seneca County,3,39,147,10-Jul-13 13:24:00,EST-5,0,0,0,0,150.00K,EF0,6.06,50,41.14,-82.94
Ohio,Great Lakes,Huron County,3,39,77,10-Jul-13 13:32:00,EST-5,0,0,0,0,50.00K,EF0,4.09,50,41.18,-82.84
Ohio,Great Lakes,Sandusky County,3,39,143,10-Jul-13 14:13:00,EST-5,0,0,0,0,250.00K,EF0,0.8,50,41.27,-82.86
Ohio,Great Lakes,Ashland County,3,39,5,10-Jul-13 14:56:00,EST-5,0,0,0,0,75.00K,EF0,1.03,15,40.87,-82.17
Ohio,Great Lakes,Tuscarawas County,3,39,157,10-Jul-13 15:44:00,EST-5,0,0,0,0,75.00K,EF1,11.1,300,40.63,-81.45
Ohio,Great Lakes,Carroll County,3,39,19,10-Jul-13 15:59:00,EST-5,0,0,0,0,5.00K,EF0,2.25,300,40.54,-81.26
Ohio,Great Lakes,Carroll County,3,39,19,10-Jul-13 16:07:00,EST-5,0,0,0,0,25.00K,EF1,9.06,150,40.49,-81.11
Ohio,Great Lakes,Carroll County,3,39,19,19-Jul-13 16:07:00,EST-5,0,0,0,0,25.00K,EF0,0.63,175,40.51,-80.95
Ohio,Great Lakes,Cuyahoga County,3,39,35,20-Jul-13 02:35:00,EST-5,0,0,0,0,350.00K,EF1,1.34,200,41.5,-81.47
Ohio,Great Lakes,Carroll County,3,39,19,23-Jul-13 16:22:00,EST-5,0,0,0,0,20.00K,EF0,2.14,75,40.69,-80.94
Ohio,Great Lakes,Columbiana County,3,39,29,23-Jul-13 16:27:00,EST-5,0,0,0,0,5.00K,EF0,1.01,75,40.67,-80.91
Ohio,Great Lakes,Wayne County,3,39,169,07-Aug-13 14:01:00,EST-5,0,0,0,0,50.00K,EF1,0.87,50,40.81,-81.8
Ohio,Great Lakes,Guernsey County,3,39,59,12-Sep-13 18:56:00,EST-5,0,0,0,0,5.00K,EF0,0.2,50,,
Ohio,Great Lakes,Montgomery County,3,39,113,31-Oct-13 22:30:00,EST-5,8,0,0,0,2.00M,EF1,0.58,50,39.89,-84.19
Ohio,Great Lakes,Miami County,3,39,109,31-Oct-13 22:38:00,EST-5,0,0,0,0,70.00K,EF0,0.3,30,40.18,-84.03
Ohio,Great Lakes,Franklin County,3,39,49,31-Oct-13 23:40:00,EST-5,0,0,0,0,300.00K,EF0,0.27,50,39.88,-83
Ohio,Great Lakes,Licking County,3,39,89,01-Nov-13 00:07:00,EST-5,0,0,0,0,100.00K,EF0,0.14,50,39.97,-82.53
Ohio,Great Lakes,Van Wert County,3,39,161,17-Nov-13 16:47:00,EST-5,0,0,0,0,0.00K,EF1,2.14,150,40.97,-84.46
Ohio,Great Lakes,Putnam County,3,39,137,17-Nov-13 16:52:00,EST-5,0,0,0,0,0.00K,EF1,3.05,440,40.96,-84.39
Ohio,Great Lakes,Paulding County,3,39,125,17-Nov-13 16:54:00,EST-5,0,0,0,0,0.00K,EF1,0.02,440,40.99,-84.34
Ohio,Great Lakes,Putnam County,3,39,137,17-Nov-13 16:55:00,EST-5,0,0,0,0,0.00K,EF2,8.04,440,40.99,-84.34
Ohio,Great Lakes,Wood County,3,39,173,17-Nov-13 17:32:00,EST-5,0,0,0,0,50.00K,EF1,1.04,75,41.19,-83.71
Ohio,Great Lakes,Wood County,3,39,173,17-Nov-13 17:35:00,EST-5,0,0,0,0,1.50M,EF2,7.04,100,41.54,-83.57
Ohio,Great Lakes,Wood County,3,39,173,17-Nov-13 17:41:00,EST-5,0,0,0,0,200.00K,EF1,1.32,100,41.25,-83.6
Ohio,Great Lakes,Lucas County,3,39,95,17-Nov-13 17:48:00,EST-5,0,0,0,0,1.10M,EF2,4.24,100,41.62,-83.48
Ohio,Great Lakes,Ottawa County,3,39,123,17-Nov-13 18:00:00,EST-5,0,0,0,0,50.00K,EF1,0.76,75,41.47,-83.22
Wisconsin,Great Lakes,Grant County,3,55,43,29-May-13 16:51:00,CST-6,0,0,0,0,0.00K,EF0,1.56,10,42.9,-91.14
Wisconsin,Great Lakes,Columbia County,3,55,21,22-Jun-13 19:55:00,CST-6,0,0,0,0,,EF1,3.22,125,43.36,-89.35
Wisconsin,Great Lakes,Lincoln County,3,55,69,09-Jul-13 13:59:00,CST-6,0,0,0,0,0.00K,EF0,4.1,100,45.28,-89.69
Wisconsin,Great Lakes,Langlade County,3,55,67,09-Jul-13 14:32:00,CST-6,0,0,0,0,0.00K,EF0,9.52,100,45.26,-89.42
Wisconsin,Great Lakes,Portage County,3,55,97,09-Jul-13 16:44:00,CST-6,0,0,0,0,0.00K,EF0,0.16,25,44.26,-89.53
Wisconsin,Great Lakes,Oconto County,3,55,83,09-Jul-13 18:50:00,CST-6,0,0,0,0,25.00K,EF0,1.58,100,44.94,-87.86
Wisconsin,Great Lakes,Eau Claire County,3,55,35,22-Jul-13 15:45:00,CST-6,0,0,0,0,5.00K,EF0,0.29,10,44.66,-91.2
Wisconsin,Great Lakes,Trempealeau County,3,55,121,22-Jul-13 16:15:00,CST-6,0,0,0,0,22.00K,EF0,1.1,40,44.04,-91.55
Wisconsin,Great Lakes,Waupaca County,3,55,135,06-Aug-13 23:22:00,CST-6,2,0,0,0,25.00K,EF1,5.02,125,44.35,-88.84
Wisconsin,Great Lakes,Waupaca County,3,55,135,06-Aug-13 23:24:00,CST-6,0,0,0,0,1.00M,EF2,2.1,175,44.38,-88.77
Wisconsin,Great Lakes,Outagamie County,3,55,87,06-Aug-13 23:25:00,CST-6,0,0,0,0,2.50M,EF1,10.97,175,44.37,-88.74
Wisconsin,Great Lakes,Outagamie County,3,55,87,06-Aug-13 23:26:00,CST-6,0,0,0,0,0.00K,EF1,4.77,125,44.34,-88.74
Wisconsin,Great Lakes,Outagamie County,3,55,87,06-Aug-13 23:38:00,CST-6,0,0,0,0,10.00M,EF1,13.72,150,44.3,-88.46
Wisconsin,Great Lakes,Outagamie County,3,55,87,06-Aug-13 23:38:00,CST-6,0,0,0,0,1.50M,EF1,11.31,175,44.34,-88.42
Wisconsin,Great Lakes,Outagamie County,3,55,87,06-Aug-13 23:40:00,CST-6,0,0,0,0,1.50M,EF1,9.14,200,44.37,-88.37
Wisconsin,Great Lakes,Brown County,3,55,9,06-Aug-13 23:48:00,CST-6,0,0,0,0,2.00M,EF0,15.22,250,44.35,-88.19
Wisconsin,Great Lakes,Brown County,3,55,9,06-Aug-13 23:48:00,CST-6,0,0,0,0,500.00K,EF1,7.84,175,44.31,-88.19
Wisconsin,Great Lakes,Brown County,3,55,9,06-Aug-13 23:49:00,CST-6,0,0,0,0,0.00K,EF1,1.48,150,44.25,-88.19
Wisconsin,Great Lakes,Calumet County,3,55,15,06-Aug-13 23:50:00,CST-6,0,0,0,0,200.00K,EF1,5.49,175,44.24,-88.16
Wisconsin,Great Lakes,Brown County,3,55,9,06-Aug-13 23:59:00,CST-6,0,0,0,0,0.00K,EF1,5.53,100,44.43,-87.88
Wisconsin,Great Lakes,Manitowoc County,3,55,71,07-Aug-13 00:01:00,CST-6,0,0,0,0,100.00K,EF1,8.74,250,44.31,-87.89
Wisconsin,Great Lakes,Kewaunee County,3,55,61,07-Aug-13 00:06:00,CST-6,0,0,0,0,50.00K,EF1,5.06,100,44.42,-87.77
Wisconsin,Great Lakes,Chippewa County,3,55,17,21-Aug-13 16:24:00,CST-6,0,0,0,0,25.00K,EF0,1.2,25,44.97,-91.23
Wisconsin,Great Lakes,Marquette County,3,55,77,05-Oct-13 17:23:00,CST-6,0,0,0,0,50.00K,EF0,1.78,50,43.7,-89.48
Iowa,Plains,Dallas County,4,19,49,19-May-13 17:32:00,CST-6,0,0,0,0,4.00K,EF0,2.08,100,41.59,-94.07
Iowa,Plains,Dallas County,4,19,49,19-May-13 17:45:00,CST-6,0,0,0,0,50.00K,EF1,1.43,100,41.67,-93.91
Iowa,Plains,Polk County,4,19,153,19-May-13 18:07:00,CST-6,0,0,0,0,75.00K,EF1,4.25,150,41.85,-93.67
Iowa,Plains,Story County,4,19,169,19-May-13 18:11:00,CST-6,0,0,0,0,15.00K,EF0,0.46,100,41.86,-93.59
Iowa,Plains,Ringgold County,4,19,159,26-May-13 18:23:00,CST-6,0,0,0,0,0.00K,EF0,0.12,30,40.79,-94.37
Iowa,Plains,Clayton County,4,19,43,29-May-13 16:46:00,CST-6,0,0,0,0,20.00K,EF0,4.82,10,42.87,-91.22
Iowa,Plains,Muscatine County,4,19,139,30-May-13 15:10:00,CST-6,0,0,0,0,25.00K,EF1,2.43,100,41.37,-91.35
Iowa,Plains,Scott County,4,19,163,30-May-13 15:45:00,CST-6,0,0,0,0,100.00K,EF1,2.71,150,41.45,-90.72
Iowa,Plains,Floyd County,4,19,67,31-May-13 17:09:00,CST-6,0,0,0,0,0.00K,EF0,0.18,10,43.17,-92.73
Iowa,Plains,Wright County,4,19,197,12-Jun-13 15:08:00,CST-6,0,0,0,0,500.00K,EF3,6.2,200,42.88,-93.68
Iowa,Plains,Wright County,4,19,197,12-Jun-13 15:19:00,CST-6,0,0,0,0,20.00K,EF1,5,125,42.85,-93.6
Iowa,Plains,Wright County,4,19,197,12-Jun-13 15:21:00,CST-6,0,0,0,0,0.00K,EF0,1.13,50,42.87,-93.66
Iowa,Plains,Franklin County,4,19,69,12-Jun-13 15:32:00,CST-6,0,0,0,0,300.00K,EF2,5.2,300,42.82,-93.47
Iowa,Plains,Franklin County,4,19,69,12-Jun-13 15:46:00,CST-6,0,0,0,0,50.00K,EF1,3.43,75,42.79,-93.33
Iowa,Plains,Franklin County,4,19,69,12-Jun-13 15:53:00,CST-6,0,0,0,0,0.00K,EF0,1.26,125,42.79,-93.29
Iowa,Plains,Franklin County,4,19,69,12-Jun-13 15:56:00,CST-6,0,0,0,0,10.00K,EF0,1.11,50,42.78,-93.23
Iowa,Plains,Muscatine County,4,19,139,24-Jun-13 14:08:00,CST-6,0,0,1,0,500.00K,EF1,6.5,100,41.45,-91.08
Iowa,Plains,Webster County,4,19,187,26-Jun-13 11:41:00,CST-6,0,0,0,0,0.00K,EF0,0.67,30,42.61,-94.05
Iowa,Plains,Monona County,4,19,133,04-Oct-13 17:02:00,CST-6,0,0,0,0,0.00K,EF2,4.89,250,42.15,-96.33
Iowa,Plains,Woodbury County,4,19,193,04-Oct-13 17:13:00,CST-6,0,0,0,0,400.00K,EF2,14.38,264,42.21,-96.28
Iowa,Plains,Woodbury County,4,19,193,04-Oct-13 17:17:00,CST-6,0,0,0,0,20.00K,EF1,1.17,100,42.22,-96.26
Iowa,Plains,Woodbury County,4,19,193,04-Oct-13 17:35:00,CST-6,0,0,0,0,2.00M,EF4,22.66,2600,42.33,-96.11
Iowa,Plains,Plymouth County,4,19,149,04-Oct-13 17:41:00,CST-6,0,0,0,0,0.00K,EF0,1.72,400,42.63,-96.52
Iowa,Plains,Plymouth County,4,19,149,04-Oct-13 17:50:00,CST-6,0,0,0,0,,EF1,1.11,100,42.68,-96.45
Iowa,Plains,Plymouth County,4,19,149,04-Oct-13 17:55:00,CST-6,0,0,0,0,0.00K,EF0,1.28,50,42.75,-96.38
Iowa,Plains,Cherokee County,4,19,35,04-Oct-13 18:10:00,CST-6,0,0,0,0,10.00K,EF1,2.04,1300,42.56,-95.79
Iowa,Plains,Cherokee County,4,19,35,04-Oct-13 18:41:00,CST-6,0,0,0,0,0.00K,EF0,0.55,50,42.69,-95.62
Iowa,Plains,Cherokee County,4,19,35,04-Oct-13 18:46:00,CST-6,0,0,0,0,0.00K,EF0,0.4,50,42.72,-95.59
Iowa,Plains,Cherokee County,4,19,35,04-Oct-13 19:18:00,CST-6,0,0,0,0,0.00K,EF0,0.34,50,42.84,-95.4
Iowa,Plains,Buena Vista County,4,19,21,04-Oct-13 19:33:00,CST-6,0,0,0,0,1.20M,EF1,5.45,200,42.6,-95.36
Iowa,Plains,Clay County,4,19,41,04-Oct-13 19:47:00,CST-6,0,0,0,0,0.00K,EF0,0.71,100,42.98,-95.06
Kansas,Plains,Russell County,4,20,167,07-Apr-13 17:38:00,CST-6,0,0,0,0,,EF0,0.48,50,39.09,-99
Kansas,Plains,Ellis County,4,20,51,08-May-13 17:30:00,CST-6,0,0,0,0,0.00K,EF0,0.21,50,38.97,-99.2
Kansas,Plains,Ellis County,4,20,51,08-May-13 17:30:00,CST-6,0,0,0,0,0.00K,EF0,0.66,100,38.97,-99.2
Kansas,Plains,Russell County,4,20,167,08-May-13 17:39:00,CST-6,0,0,0,0,,EF0,0.41,50,,
Kansas,Plains,Trego County,4,20,195,18-May-13 16:27:00,CST-6,0,0,0,0,0.00K,EF0,2.92,100,38.76,-99.86
Kansas,Plains,Ness County,4,20,135,18-May-13 17:03:00,CST-6,0,0,0,0,0.00K,EF0,0.31,100,38.68,-99.75
Kansas,Plains,Ellis County,4,20,51,18-May-13 17:09:00,CST-6,0,0,0,0,,EF1,1.71,50,38.85,-99.58
Kansas,Plains,Ellis County,4,20,51,18-May-13 17:37:00,CST-6,0,0,0,0,0.00K,EF0,0.56,50,38.83,-99.43
Kansas,Plains,Pawnee County,4,20,145,18-May-13 18:18:00,CST-6,0,0,0,0,140.00K,EF4,7,1100,38.14,-99.47
Kansas,Plains,Pawnee County,4,20,145,18-May-13 18:49:00,CST-6,0,0,0,0,,EF1,4,100,38.2,-99.28
Kansas,Plains,Pawnee County,4,20,145,18-May-13 19:10:00,CST-6,0,0,0,0,0.00K,EF0,2.06,100,38.24,-99.18
Kansas,Plains,Clay County,4,20,27,18-May-13 21:35:00,CST-6,0,0,0,0,,EF1,5.85,75,,
Kansas,Plains,Washington County,4,20,201,18-May-13 21:42:00,CST-6,0,0,0,0,,EF1,1.14,75,,
Kansas,Plains,Washington County,4,20,201,18-May-13 22:00:00,CST-6,0,0,0,0,,EF0,0.34,50,,
Kansas,Plains,Sumner County,4,20,191,19-May-13 14:10:00,CST-6,0,0,0,0,,EF0,0.57,50,,
Kansas,Plains,Sedgwick County,4,20,173,19-May-13 14:19:00,CST-6,0,0,0,0,,EF0,0.8,50,,
Kansas,Plains,Sedgwick County,4,20,173,19-May-13 14:37:00,CST-6,0,0,0,0,,EF2,4.61,300,,
Kansas,Plains,Sumner County,4,20,191,19-May-13 15:12:00,CST-6,0,0,0,0,,EF0,0.42,50,,
Kansas,Plains,Sumner County,4,20,191,19-May-13 15:39:00,CST-6,0,0,0,0,,EF0,0.47,50,,
Kansas,Plains,Sumner County,4,20,191,19-May-13 15:40:00,CST-6,0,0,0,0,,EF0,0.4,50,,
Kansas,Plains,Cowley County,4,20,35,19-May-13 15:46:00,CST-6,0,0,0,0,,EF0,0.71,50,,
Kansas,Plains,Cowley County,4,20,35,19-May-13 15:55:00,CST-6,0,0,0,0,,EF1,1.84,60,,
Kansas,Plains,Marion County,4,20,115,19-May-13 16:05:00,CST-6,0,0,0,0,0.00K,EF0,0.46,50,,
Kansas,Plains,Dickinson County,4,20,41,19-May-13 16:17:00,CST-6,0,0,0,0,,EF0,0.1,25,,
Kansas,Plains,Lyon County,4,20,111,19-May-13 16:27:00,CST-6,0,0,0,0,,EF1,9,75,,
Kansas,Plains,Cowley County,4,20,35,19-May-13 16:59:00,CST-6,0,0,0,0,,EF0,0.19,50,,
Kansas,Plains,Montgomery County,4,20,125,20-May-13 15:12:00,CST-6,0,0,0,0,,EF0,0.54,50,,
Kansas,Plains,Stanton County,4,20,187,20-May-13 15:50:00,CST-6,0,0,0,0,,EF0,0.37,50,37.47,-101.94
Kansas,Plains,Stanton County,4,20,187,20-May-13 16:05:00,CST-6,0,0,0,0,0.00K,EF0,0.27,50,37.51,-101.88
Kansas,Plains,Smith County,4,20,183,27-May-13 17:32:00,CST-6,0,0,0,0,0.00K,EF0,0.38,15,39.82,-98.83
Kansas,Plains,Smith County,4,20,183,27-May-13 17:45:00,CST-6,0,0,0,0,0.00K,EF0,0.01,10,39.81,-98.68
Kansas,Plains,Smith County,4,20,183,27-May-13 18:04:00,CST-6,1,0,0,0,1.40M,EF3,2.18,1580,39.86,-98.54
Kansas,Plains,Jewell County,4,20,89,27-May-13 18:10:00,CST-6,1,0,0,0,0.40M,EF3,3.56,1580,39.85,-98.5
Kansas,Plains,Marshall County,4,20,117,27-May-13 20:40:00,CST-6,0,0,0,0,,EF2,3.83,150,,
Kansas,Plains,Nemaha County,4,20,131,28-May-13 15:16:00,CST-6,0,0,0,0,,EF3,4.4,900,,
Kansas,Plains,Nemaha County,4,20,131,28-May-13 15:20:00,CST-6,0,0,0,0,,EF1,0.01,50,,
Kansas,Plains,Nemaha County,4,20,131,28-May-13 15:45:00,CST-6,0,0,0,0,,EF1,0.01,50,,
Kansas,Plains,Ottawa County,4,20,143,28-May-13 16:33:00,CST-6,0,0,0,0,,EF0,0.01,25,,
Kansas,Plains,Ottawa County,4,20,143,28-May-13 16:45:00,CST-6,0,0,0,0,,EF3,2.33,1000,,
Kansas,Plains,Barton County,4,20,9,28-May-13 17:37:00,CST-6,0,0,0,0,,EF0,4.18,50,,
Kansas,Plains,Rush County,4,20,165,28-May-13 17:40:00,CST-6,0,0,0,0,0.00K,EF0,0.62,75,38.5,-99.05
Kansas,Plains,Logan County,4,20,109,29-May-13 14:35:00,CST-6,0,0,0,0,0.00K,EF0,0.1,25,38.83,-101.18
Kansas,Plains,Gove County,4,20,63,29-May-13 16:43:00,CST-6,0,0,0,0,0.00K,EF0,1.3,25,39.14,-100.56
Kansas,Plains,Kearny County,4,20,93,29-May-13 17:50:00,CST-6,0,0,0,0,0.00K,EF0,0.28,75,37.76,-101.44
Kansas,Plains,Kearny County,4,20,93,29-May-13 18:00:00,CST-6,0,0,0,0,0.00K,EF0,0.3,100,37.77,-101.47
Kansas,Plains,Kearny County,4,20,93,29-May-13 18:20:00,CST-6,0,0,0,0,0.00K,EF0,0.12,75,37.77,-101.39
Kansas,Plains,Phillips County,4,20,147,29-May-13 19:10:00,CST-6,0,0,0,0,80.00K,EF1,0.78,40,39.82,-99.58
Kansas,Plains,Montgomery County,4,20,125,31-May-13 15:18:00,CST-6,0,0,0,0,,EF0,0.42,50,,
Kansas,Plains,Kearny County,4,20,93,04-Jun-13 20:07:00,CST-6,0,0,0,0,0.00K,EF0,2.85,100,37.85,-101.4
Kansas,Plains,Kiowa County,4,20,97,04-Jun-13 23:32:00,CST-6,0,0,0,0,18.00K,EF1,0.97,50,37.52,-99.5
Kansas,Plains,Kiowa County,4,20,97,04-Jun-13 23:48:00,CST-6,0,0,0,0,,EF0,2.02,75,37.41,-99.3
Kansas,Plains,Stanton County,4,20,187,10-Jul-13 14:03:00,CST-6,0,0,0,0,0.00K,EF0,0.15,50,37.68,-101.76
Kansas,Plains,Hamilton County,4,20,75,25-Jul-13 14:05:00,MST-7,0,0,0,0,0.00K,EF0,0.41,50,37.86,-101.98
Kansas,Plains,Pratt County,4,20,151,29-Jul-13 15:18:00,CST-6,0,0,0,0,0.00K,EF0,0.01,25,37.74,-98.49
Kansas,Plains,Bourbon County,4,20,11,29-Jul-13 16:05:00,CST-6,0,0,0,0,100.00K,EF1,0.4,100,37.79,-95.07
Kansas,Plains,Sherman County,4,20,181,05-Aug-13 11:28:00,MST-7,0,0,0,0,0.00K,EF0,0.1,100,39.45,-101.61
Kansas,Plains,Sherman County,4,20,181,05-Aug-13 11:40:00,MST-7,0,0,0,0,0.00K,EF0,0.1,100,39.46,-101.58
Kansas,Plains,Lane County,4,20,101,13-Aug-13 10:15:00,CST-6,0,0,0,0,0.00K,EF0,0.04,25,,
Minnesota,Plains,Cottonwood County,4,27,33,17-May-13 16:45:00,CST-6,0,0,0,0,0.00K,EF0,0.5,50,43.83,-95.22
Minnesota,Plains,Jackson County,4,27,63,17-May-13 17:10:00,CST-6,0,0,0,0,0.00K,EF0,0.5,50,43.72,-95.17
Minnesota,Plains,Dodge County,4,27,39,05-Jun-13 16:42:00,CST-6,0,0,0,0,0.00K,EF0,0.01,5,44.18,-92.97
Minnesota,Plains,Chisago County,4,27,25,21-Jun-13 02:46:00,CST-6,0,0,0,0,100.00K,EF0,0.5,50,,
Minnesota,Plains,Lyon County,4,27,83,21-Jun-13 16:19:00,CST-6,0,0,0,0,0.00K,EF0,0.1,50,44.32,-95.73
Minnesota,Plains,Clay County,4,27,27,25-Jun-13 22:25:00,CST-6,0,0,0,0,,EF0,7,100,46.65,-96.42
Minnesota,Plains,Polk County,4,27,119,22-Jul-13 00:33:00,CST-6,0,0,0,0,100.00K,EF1,5.61,150,47.8,-95.7
Minnesota,Plains,Clearwater County,4,27,29,22-Jul-13 00:46:00,CST-6,0,0,0,0,50.00K,EF1,1.86,150,47.8,-95.58
Minnesota,Plains,Mahnomen County,4,27,87,22-Jul-13 00:50:00,CST-6,0,0,0,0,1.00M,EF2,16.92,250,47.3,-95.91
Minnesota,Plains,Clearwater County,4,27,29,22-Jul-13 01:20:00,CST-6,0,0,0,0,750.00K,EF2,4.17,400,47.32,-95.55
Minnesota,Plains,Stevens County,4,27,149,06-Aug-13 15:00:00,CST-6,0,0,0,0,0.00K,EF0,0.09,10,45.61,-96.14
Minnesota,Plains,Stevens County,4,27,149,06-Aug-13 15:29:00,CST-6,0,0,0,0,0.00K,EF0,0.09,10,45.53,-95.82
Minnesota,Plains,Kandiyohi County,4,27,67,06-Aug-13 16:17:00,CST-6,0,0,0,0,0.00K,EF0,0.17,30,45.35,-95.16
Minnesota,Plains,Otter Tail County,4,27,111,26-Aug-13 19:15:00,CST-6,0,0,0,0,,EF0,0.1,50,46.46,-95.16
Minnesota,Plains,Cass County,4,27,21,29-Aug-13 23:28:00,CST-6,0,0,0,0,,EF1,8.64,300,47.08,-93.93
Minnesota,Plains,Aitkin County,4,27,1,29-Aug-13 23:45:00,CST-6,0,0,0,0,,EF1,4.29,300,47.01,-93.78
Minnesota,Plains,Lake Of The Woods County,4,27,77,11-Sep-13 14:19:00,CST-6,0,0,0,0,0.00K,EF0,9.34,30,,
Minnesota,Plains,Traverse County,4,27,155,11-Oct-13 16:25:00,CST-6,0,0,0,0,,EF1,0.43,70,45.82,-96.27
Missouri,Plains,Cedar County,4,29,39,29-Jan-13 11:00:00,CST-6,0,0,0,0,100.00K,EF1,2.66,200,37.84,-93.88
Missouri,Plains,St. Clair County,4,29,185,29-Jan-13 11:15:00,CST-6,0,0,0,0,200.00K,EF1,7.69,400,37.98,-93.61
Missouri,Plains,Hickory County,4,29,85,29-Jan-13 11:23:00,CST-6,0,0,0,0,25.00K,EF1,0.89,400,38.02,-93.48
Missouri,Plains,Warren County,4,29,219,29-Jan-13 15:14:00,CST-6,0,0,0,0,,EF1,1.17,40,38.66,-91.13
Missouri,Plains,Lincoln County,4,29,113,29-Jan-13 15:36:00,CST-6,0,0,0,0,,EF0,1.66,30,38.91,-90.81
Missouri,Plains,Ripley County,4,29,181,29-Jan-13 20:14:00,CST-6,0,0,0,0,100.00K,EF1,0.27,100,36.69,-90.76
Missouri,Plains,Butler County,4,29,23,29-Jan-13 20:45:00,CST-6,0,0,0,0,60.00K,EF2,3.39,100,36.76,-90.26
Missouri,Plains,Cape Girardeau County,4,29,31,29-Jan-13 21:13:00,CST-6,0,0,0,0,250.00K,EF1,5.45,100,37.18,-89.77
Missouri,Plains,Cape Girardeau County,4,29,31,29-Jan-13 21:13:00,CST-6,0,0,0,0,80.00K,EF1,6.79,100,37.33,-89.73
Missouri,Plains,Franklin County,4,29,71,10-Apr-13 18:38:00,CST-6,0,0,0,0,0.00K,EF1,1.32,200,38.59,-90.79
Missouri,Plains,St. Louis County,4,29,189,10-Apr-13 19:00:00,CST-6,2,0,0,0,4.00M,EF2,6.75,500,38.76,-90.43
Missouri,Plains,St. Louis County,4,29,510,10-Apr-13 19:10:00,CST-6,0,0,0,0,,EF0,0.25,50,38.61,-90.29
Missouri,Plains,Butler County,4,29,23,10-Apr-13 19:58:00,CST-6,0,0,0,0,20.00K,EF0,1.73,75,36.69,-90.32
Missouri,Plains,Stoddard County,4,29,207,10-Apr-13 20:05:00,CST-6,0,0,0,0,40.00K,EF0,1.53,50,36.8,-90.13
Missouri,Plains,Monroe County,4,29,137,17-Apr-13 16:31:00,CST-6,0,0,0,0,,EF1,7.45,70,39.38,-92.12
Missouri,Plains,Monroe County,4,29,137,17-Apr-13 16:35:00,CST-6,0,0,0,0,,EF0,0.07,40,39.4,-92.06
Missouri,Plains,Monroe County,4,29,137,17-Apr-13 17:00:00,CST-6,0,0,0,0,,EF0,0.45,60,39.59,-91.8
Missouri,Plains,Jasper County,4,29,97,19-May-13 23:06:00,CST-6,0,0,0,0,200.00K,EF1,0.5,100,37.17,-94.28
Missouri,Plains,Dade County,4,29,57,19-May-13 23:23:00,CST-6,0,0,0,0,250.00K,EF0,0.65,100,37.39,-93.97
Missouri,Plains,Pettis County,4,29,159,20-May-13 15:57:00,CST-6,0,0,0,0,20.00K,EF1,14.5,200,38.71,-93.39
Missouri,Plains,Cedar County,4,29,39,20-May-13 16:37:00,CST-6,0,0,0,0,50.00K,EF0,3.2,100,37.65,-93.83
Missouri,Plains,Barton County,4,29,11,20-May-13 17:03:00,CST-6,0,0,0,0,50.00K,EF1,6.81,100,37.52,-94.42
Missouri,Plains,Newton County,4,29,145,20-May-13 17:41:00,CST-6,0,0,0,0,100.00K,EF1,0.81,400,36.83,-94.62
Missouri,Plains,St. Clair County,4,29,185,20-May-13 17:56:00,CST-6,0,0,0,0,0.00K,EF0,0.48,200,37.94,-93.64
Missouri,Plains,Marion County,4,29,127,20-May-13 18:24:00,CST-6,0,0,0,0,,EF1,1.16,50,39.69,-91.45
Missouri,Plains,Barry County,4,29,9,20-May-13 18:50:00,CST-6,0,0,0,0,50.00K,EF1,0.53,200,36.63,-93.58
Missouri,Plains,Stone County,4,29,209,20-May-13 18:51:00,CST-6,0,0,0,0,0.00K,EF0,0.89,200,36.63,-93.58
Missouri,Plains,Stone County,4,29,209,20-May-13 19:05:00,CST-6,0,0,0,0,0.00K,EF0,0.58,100,36.78,-93.38
Missouri,Plains,Stone County,4,29,209,20-May-13 19:05:00,CST-6,0,0,0,0,0.00K,EF1,1.35,100,36.79,-93.39
Missouri,Plains,Morgan County,4,29,141,20-May-13 19:46:00,CST-6,0,0,0,0,50.00K,EF0,0.74,100,38.33,-92.87
Missouri,Plains,Howell County,4,29,91,30-May-13 23:20:00,CST-6,0,0,0,0,5.00K,EF1,4.28,400,36.86,-92.01
Missouri,Plains,Montgomery County,4,29,139,31-May-13 17:20:00,CST-6,0,0,0,0,,EF0,0.53,30,38.94,-91.52
Missouri,Plains,Montgomery County,4,29,139,31-May-13 17:21:00,CST-6,0,0,0,0,,EF0,0.21,30,38.94,-91.5
Missouri,Plains,Montgomery County,4,29,139,31-May-13 17:28:00,CST-6,0,0,0,0,,EF0,1.06,40,38.94,-91.46
Missouri,Plains,Franklin County,4,29,71,31-May-13 18:37:00,CST-6,0,0,0,0,,EF1,9.98,550,38.41,-91.05
Missouri,Plains,St. Charles County,4,29,183,31-May-13 18:50:00,CST-6,8,0,0,0,50.00M,EF3,14.76,950,38.69,-90.75
Missouri,Plains,Jefferson County,4,29,99,31-May-13 19:01:00,CST-6,0,0,0,0,,EF1,12.41,200,38.4,-90.73
Missouri,Plains,St. Louis County,4,29,189,31-May-13 19:08:00,CST-6,0,0,0,0,10.00M,EF2,16.95,1760,38.75,-90.49
Missouri,Plains,St. Louis County,4,29,189,31-May-13 19:27:00,CST-6,0,0,0,0,0.00K,EF1,2.01,50,38.8,-90.15
